Geo Point,Official Name Suburb
"-41.30231073514631, 146.96674484923875",Blackwall (Tas.)
"-42.860979040736886, 147.65365746577524",Carlton (Tas.)
"-42.950482850721926, 147.52366626420545",Cremorne (Tas.)
"-43.13350441654616, 147.08907126864543",Cygnet
"-42.85533012159966, 147.6280989038943",Dodges Ferry
"-42.813213237671896, 147.66722998907426",Forcett
"-41.10050911611929, 146.7424748745511",Greens Beach
"-41.084996328372945, 147.88752529133913",Herrick
"-42.32017461137178, 147.95155521897922",Little Swanport
"-41.29011825432634, 146.28629499335068",Lower Barrington
"-42.32390598570455, 147.18721383669887",Lower Marshes
"-42.86137319635765, 147.39880730340408",Mornington (Tas.)
"-41.07116816150337, 145.7313150139067",Mount Hicks
"-42.39001638458317, 147.4624588235625",Mount Seymour
"-41.35896625847305, 146.9217013340149",Notley Hills
"-42.71647739434502, 147.70316699487645",Nugent
"-43.14645657822318, 147.83555575131604",Port Arthur (Tas.)
"-42.665398697119336, 147.89497220918307",Rheban
"-42.99717005370024, 147.17649737076056",Sandfly
"-40.84424626063151, 145.13921037188246",Smithton
"-41.01373604977749, 144.8676583540667",Togari
"-41.159713499114595, 145.49947200218278",West Takone
"-41.51137078058302, 146.81943512798554",Westbury (Tas.)
"-41.2952155591527, 146.84588798828935",Winkleigh
"-12.840438550391395, 130.81163939457883",Charlotte
"-23.713485192001865, 133.83552289433342",Flynn (NT)
"-12.584858133846033, 131.12727877151585",Humpty Doo
"-12.373975305094644, 130.899201256317",Leanyer
"-11.149271156441383, 132.55936195309135",Minjilang
"-16.795315868068553, 131.21552741244605",Pigeon Hole
"-24.00852119982219, 134.43502704857772",Santa Teresa
"-12.730602064348519, 130.9533369227445",Southport (NT)
"-14.203545799076549, 129.70500933738643",Thamarrurr
"-35.25119686857244, 149.06328055084956",Macquarie
"-35.29982316786246, 149.04019129976393",Molonglo
"-35.42782067693344, 149.11384555322766",Richardson
"-35.44963145989997, 149.11965139165153",Theodore (ACT)
"-35.319230623196745, 149.03360843512294",Wright
"-10.485347091905359, 105.63648789998743",Christmas Island
"-36.01193158762528, 148.786320441595",Adaminaby
"-36.07369799464406, 146.91346780765934",Albury
"-32.91425516102453, 148.26802074020546",Alectown
"-34.40869358826243, 150.53677066431447",Alpine
"-34.91797895821861, 145.6572484339588",Argoon
"-33.61913168767607, 143.06916606866113",Arumpo
"-31.194738034790138, 152.45286391858434",Banda Banda
"-34.40979821062745, 149.9949258415723",Bannaby
"-33.49167114135809, 151.17441058810465",Bar Point
"-34.65555946719572, 148.28513083190867",Beggan Beggan
"-32.74383041105676, 151.6574718553271",Berry Park
"-34.595825664579216, 149.26054807608702",Biala
"-32.02599029985981, 151.81823584117245",Bindera
"-34.14319451569004, 146.33941563908178",Binya
"-32.123633211733726, 149.47895438698743",Birriwa
"-31.629968097103884, 150.25279865506275",Blackville
"-32.35031772642125, 152.5298070178508",Blueys Beach
"-33.10172826955712, 148.53618835513836",Bocobra
"-35.52309275112749, 148.38381676009703",Bogong Peaks Wilderness
"-32.924989170549246, 151.73378962817472",Broadmeadow
"-30.888453538551527, 141.2506616351251",Broughams Gate
"-28.463269657941233, 152.65537262615868",Brumby Plains
"-35.40064066042991, 150.0492204914189",Budawang
"-31.9482694254887, 152.30040799286917",Burrell Creek
"-32.05865837039361, 148.32626702789148",Burroway
"-33.892382987278175, 150.91361878452247",Cabramatta West
"-33.88843164836376, 151.18195178060378",Camperdown (NSW)
"-32.93268150285602, 151.67246890247426",Cardiff Heights
"-33.88634510701653, 151.19954853453106",Chippendale
"-35.9568935659713, 150.13469801005644",Congo
"-30.983861872759114, 146.686389396677",Coolabah
"-28.631976961440365, 153.4900935614819",Coorabell
"-28.989538458677462, 153.27390899444364",Coraki
"-32.732416500521346, 150.12237057076393",Coxs Creek
"-29.2992185013265, 150.27952250527701",Crooble
"-33.82574548134614, 151.20374056504943",Crows Nest (NSW)
"-35.05996098909432, 148.23766678064442",Darbalara
"-32.63882489345969, 149.0218244018661",Dripstone
"-35.58829388511519, 150.2788927649789",East Lynne
"-33.81005326207215, 151.13591040154483",East Ryde
"-33.811524464195834, 151.06009105529876",Ermington
"-32.94367741679681, 149.1187313803214",Euchareena
"-36.16815257499258, 149.95902650482842",Eurobodalla
"-28.566282652112896, 153.01251030234752",Fawcetts Plain
"-32.710108485563936, 151.84118744232163",Ferodale
"-33.46445303729769, 149.07822834852095",Forest Reefs
"-32.468975691543214, 149.68122273910686",Frog Rock
"-32.90928402465485, 151.73138504059892",Georgetown (NSW)
"-34.73898729574478, 150.82503672793965",Gerringong
"-28.23200640744341, 153.39946436420405",Glengarrie
"-35.24593228969645, 148.18705446075714",Gocup
"-33.59080979560419, 151.29972501732365",Great Mackerel Beach
"-36.584517359229025, 149.86149563894222",Greendale (Bega Valley - NSW)
"-33.87463669527929, 150.89198227980873",Greenfield Park
"-30.114740382865858, 145.20794337813098",Gumbalie
"-32.92745427429483, 151.75464680849515",Hamilton East
"-34.384210159694774, 144.84274342655166",Hay (NSW)
"-32.72204973920516, 151.6664512127828",Hinton
"-33.40478315373175, 151.40495657990814",Holgate
"-30.612137976452782, 153.0006097995371",Hyland Park
"-34.827931851279395, 147.7509802290201",Illabo
"-33.69248135799203, 151.2577714014135",Ingleside
"-33.98549117985818, 149.91609764917095",Jaunter
"-35.38332452526625, 149.2012411551255",Jerrabomberra
"-29.637222673143068, 152.93035600151543",Junction Hill
"-33.98864258414838, 150.08844069032406",Kanangra
"-34.73444205842573, 150.47822979209718",Kangaroo Valley
"-32.75461559232418, 151.4074981966019",Keinbah
"-34.409317762381896, 150.87274014582775",Keiraville
"-33.949015777497976, 151.16053872396571",Kyeemagh
"-33.98924954230512, 151.09998056262873",Kyle Bay
"-34.850144137405955, 149.15774926570154",Lade Vale
"-34.18490038750064, 150.49570204814475",Lakesland
"-36.03484194385252, 146.9345668039966",Lavington
"-33.719792867909746, 150.43409458390312",Lawson (NSW)
"-34.87078679283108, 150.52784490482776",Longreach (NSW)
"-32.770784618576634, 151.54828683250895",Louth Park
"-33.982525146735014, 151.04515675825263",Lugarno
"-34.90693670843448, 145.5255920704488",Mabins Well
"-33.30052022281516, 151.53408197001377",Magenta (NSW)
"-32.733413653892896, 152.0135716006495",Mallabula
"-35.26931680269, 149.6781731025525",Manar
"-35.27064433874884, 149.88011986702102",Marlowe
"-31.690078827172684, 152.7102330478071",Middle Brother
"-33.792919777531665, 151.21247936504923",Middle Cove
"-35.327710798492724, 150.4695237284255",Mollymook Beach
"-33.9722491197337, 151.14772631172903",Monterey
"-33.62740940971085, 149.32657130464588",Moorilda
"-36.66660370838765, 149.65229457880977",Morans Crossing
"-35.00848985727202, 146.22733276202194",Morundah
"-35.188280337687075, 149.60718036214047",Mount Fairy
"-29.944069905568167, 151.84125422242292",Mount Mitchell
"-31.15017879050096, 149.9110877669745",Mullaley
"-29.781946498606782, 150.73716206536028",Myall Creek
"-36.310274452598755, 150.1261729896461",Mystery Bay
"-34.04284745393004, 150.73221392049626",Narellan
"-28.520171320949455, 153.55005523271495",New Brighton
"-30.267065867508485, 152.6808776560391",North Dorrigo
"-36.18353039553241, 149.35483765023568",Numeralla
"-32.51455676932201, 151.15970007469372",Obanvale
"-33.72511211655299, 150.91640938391626",Parklea
"-33.16399506990872, 150.9783600456632",Perrys Crossing
"-29.701621920032284, 153.161946278665",Pillar Valley
"-36.67808490809655, 148.2085871797523",Pilot Wilderness
"-31.455196032213383, 152.8935956316773",Port Macquarie
"-34.22813787762949, 147.39563412325302",Reefton (NSW)
"-32.684405297486265, 149.7369334277093",Riverlea
"-32.521350182592315, 151.13439656274466",Rixs Creek
"-32.790296949672395, 151.91858557013083",Salt Ash
"-34.03710957887838, 150.75761045258574",Smeaton Grange
"-33.06318266773595, 149.6963434698304",Sofala
"-29.60260191927027, 153.00555749973145",Southgate
"-34.452571612951395, 150.86955141614854",Spring Hill (Wollongong - NSW)
"-32.824757446389484, 151.49360015183274",Stanford Merthyr
"-34.22021825002846, 150.97427696278058",Stanwell Tops
"-29.077810003734196, 153.29256239043292",Swan Bay (Richmond Valley - NSW)
"-34.01857415985036, 151.11168617001786",Sylvania Waters
"-32.422465022143726, 151.73235962297267",Tabbil Creek
"-34.63206163658116, 149.81516910097315",Tarlo
"-35.159939970024595, 147.35866597668243",Tatton
"-30.1718001008009, 151.27500531483022",The Basin (NSW)
"-34.088679461589734, 150.56344148973272",The Oaks
"-29.665150908673798, 153.29458465745626",The Sandon
"-33.532329879725765, 150.7057535366666",The Slopes
"-32.82081422713358, 151.73796496379504",Tomago
"-35.822070409434474, 150.18900632329442",Tomakin
"-34.231444767692786, 142.25376538547047",Trentham Cliffs
"-32.87114828011187, 147.71068323710105",Trundle
"-34.04320731188584, 149.31799461491127",Tuena
"-28.96657200116845, 152.8029344695717",Upper Mongogarie
"-28.562379541073835, 152.3732710400598",Upper Tooloom
"-35.4652754112381, 144.35425402682677",Wakool
"-31.050531132739145, 151.73316845589136",Walcha
"-33.24076121949219, 145.89192785794103",Wallanthery
"-36.18081525358684, 148.97722491278398",Wambrook
"-34.17061978522085, 145.92205665820885",Warburn
"-29.686648487709952, 152.90293017533384",Waterview
"-33.76425653138966, 151.12999049405468",West Pymble
"-32.31511005617584, 152.48085859092723",Whoota
"-34.635292151003625, 150.52141355188277",Wildes Meadow
"-35.65560257636349, 148.03790728868768",Willigobung
"-28.568740445375067, 153.43186897075904",Wilsons Creek
"-28.847204710340318, 152.93983050968063",Woodview
"-34.02524164690046, 151.04157071379743",Woronora
"-35.993979837886684, 147.2614721016967",Wymah
"-35.38864227820753, 147.06420916408484",Yerong Creek
"-36.31488185018929, 149.74455373062747",Yowrie
"-38.29284055404368, 146.0216966455927",Allambee
"-36.380130006997454, 145.30108870241452",Ardmona
"-36.67519786484371, 143.85951947097112",Arnold (Vic.)
"-36.944447131228536, 143.2178729701666",Barkly (Vic.)
"-38.20088757278191, 145.156779459725",Baxter
"-35.62576774700066, 143.62504979352343",Beauchamp
"-38.13614752957329, 144.62169969041594",Bellarine
"-37.82167039870826, 145.15220159060186",Blackburn
"-37.68744555346991, 141.90893296763466",Bochara
"-36.77231079266263, 145.8164558470785",Boho South
"-36.124141198181704, 146.0990959516102",Boomahnoomoonah
"-37.68318606801113, 144.93177313499694",Broadmeadows (Vic.)
"-38.094852226689454, 145.95313765202462",Buln Buln
"-38.072295419347306, 146.01136654077737",Buln Buln East
"-36.639658217221054, 143.5604650233482",Burkes Flat
"-36.7289156176143, 144.26028812117107",California Gully
"-38.16461473797817, 144.27280042536069",Ceres
"-37.943064287758084, 145.1252142306961",Clayton South
"-37.58088801833034, 143.8159988961649",Delacombe
"-37.566178833860484, 147.6884297652787",Deptford
"-37.173474907267206, 145.83589508732774",Devils River
"-37.66789634742857, 145.15669465924947",Diamond Creek
"-36.3651689345974, 144.21256971883787",Dingee
"-37.308652202633006, 147.73422551169995",Doctors Flat
"-37.222023435464656, 143.73113965908112",Dunach
"-37.854995803279394, 147.6766992941311",East Bairnsdale
"-37.17530527911416, 143.25849852048705",Elmhurst
"-37.33181257969438, 145.30245921469853",Flowerdale (Vic.)
"-38.13932121419326, 144.3449409908072",Geelong West
"-36.48782103068642, 143.72356688930756",Glenalbyn
"-37.24621956111273, 142.22400254777682",Glenisla
"-36.67135755042086, 141.48901419536475",Goroke
"-38.363648944623705, 146.03667358967408",Hallston
"-34.71996166750964, 142.3313936474206",Hattah
"-37.011163548091716, 144.71116354774387",Heathcote South
"-38.654934068407776, 146.54228974155225",Hedley
"-38.22177464456959, 146.3135635959333",Hernes Oak
"-37.20148103761484, 145.31124108969465",Homewood
"-37.242649244714364, 146.19337231510647",Howqua
"-38.43076253303349, 143.48504634861652",Irrewillipe East
"-37.76786383965436, 145.0435804202166",Ivanhoe (Vic.)
"-38.34455545275675, 144.2950804176684",Jan Juc
"-36.7712125093181, 144.30299728282233",Kennington
"-37.360173707341005, 146.1693989332379",Kevington
"-36.35747693947173, 141.78283660282756",Kiata
"-37.47082455329482, 145.32051283342344",Kinglake Central
"-36.13515547460066, 145.1117462063706",Kotupna
"-35.514036190619166, 143.53784599957245",Kunat
"-37.93199905504136, 144.466873632058",Little River (Vic.)
"-37.73885516253976, 145.11615081078853",Lower Plenty
"-38.056007661143816, 145.2562521915934",Lynbrook
"-37.025520573609754, 145.95859135094136",Maindample
"-37.77273305985366, 144.887727615",Maribyrnong
"-37.91063393768596, 145.03837287618325",McKinnon
"-36.602504480680544, 146.45350019277078",Meadow Creek
"-37.4711172154097, 147.0748442903947",Miowera
"-38.1786134161229, 146.25031181479196",Moe
"-38.46315514162929, 144.06299398280223",Moggs Creek
"-37.87388727744234, 145.4277006188025",Monbulk
"-37.8033877257617, 145.11075817152363",Mont Albert North
"-37.7190570447193, 145.12510470371294",Montmorency
"-36.62546073874067, 145.17950714974052",Murchison (Vic.)
"-36.93641045017376, 144.40595748777287",Myrtle Creek (Vic.)
"-36.34475816425173, 144.79610093173605",Nanneella
"-37.564035646517105, 143.82758495091505",Newington (Vic.)
"-37.743164860201375, 144.93848084563544",Pascoe Vale South
"-38.069324429600336, 145.14328092228627",Patterson Lakes
"-37.826292240502355, 143.59612402199687",Pitfield
"-37.938369163597464, 142.40157642136194",Purdeet
"-37.40292036046796, 147.9469090784978",Reedy Flat
"-36.134571810157205, 144.529442697726",Roslynmead
"-37.12192952017787, 146.36635168606207",Sawmill Settlement
"-38.50065216601172, 145.25497034208772",Smiths Beach
"-37.627060706428715, 145.28846019032892",Smiths Gully
"-37.63464825118839, 144.95073855326353",Somerton (Vic.)
"-37.60804618453905, 142.62641637209938",Stavely
"-37.82975580413445, 147.1827268508476",Stockdale
"-37.82671758087048, 145.09817629781224",Surrey Hills
"-36.727024844654935, 145.9998076364989",Swanpool
"-37.12797677622703, 145.13156129725922",Tallarook
"-38.02365578763184, 144.05488126010192",Teesdale (Vic.)
"-38.183034433389025, 142.7851491823775",The Sisters
"-38.32670378888373, 142.3578441710506",Tower Hill
"-38.244050104505696, 146.15927349036204",Trafalgar South
"-36.585195312949566, 146.19000643169693",Upper Lurg
"-36.809857144111, 142.62115681118706",Wal Wal
"-37.79430316673299, 147.3940633695155",Walpa
"-35.73717020086761, 143.823638054275",Wandella (Vic.)
"-38.33120705378814, 142.58187849207758",Wangoom
"-38.01475123981863, 145.13049098299152",Waterways
"-38.198307534172706, 144.27852238400027",Waurn Ponds
"-37.676539219302704, 142.96721600150363",Westmere
"-37.907580205452106, 145.18684420036257",Wheelers Hill
"-37.69726356501353, 142.71361957440857",Wickliffe
"-38.15108977113606, 142.22354469818373",Willatook
"-38.32459315811727, 143.98915930906972",Winchelsea South
"-37.85467542727679, 144.99320636439964",Windsor (Vic.)
"-37.73559191553896, 145.26987455196493",Wonga Park
"-37.800116076814255, 142.42024290291815",Woodhouse
"-37.88125156257071, 142.81442606869578",Woorndoo
"-37.34155641114469, 149.48610196659453",Wroxham
"-36.20647713601387, 145.06721813622568",Wyuna (Vic.)
"-36.3978202744578, 143.35436309131185",Yeungroon
"-38.72595111093449, 143.3083680375279",Yuulong
"-23.286714174543178, 149.29740896653533",Alsace
"-25.602044630865223, 152.34838636172665",Aramara
"-23.989322739503237, 148.33948294359314",Arcturus
"-24.889574617014535, 152.36789083556798",Avenell Heights
"-21.214243581210415, 149.15805109119609",Bakers Creek (Qld)
"-24.790846577938808, 151.27858944004106",Bancroft
"-26.85744170590794, 152.95561580390887",Beerwah
"-27.758205255846214, 153.17499139816974",Belivah
"-26.627990535420988, 151.69513911747956",Benair
"-27.55564079676319, 151.7326354971743",Biddeston
"-27.623846031068243, 147.4344148594092",Bindebango
"-24.585741381951138, 145.40543412035652",Blackall
"-26.884677800330437, 152.104268823022",Blackbutt (Qld)
"-28.094204519281817, 151.84089394420138",Bony Mountain
"-27.292418406181216, 152.9678665213451",Bray Park (Qld)
"-28.138941907706464, 153.09402795945957",Cainbable
"-17.618562549261583, 145.9535609587205",Camp Creek (Qld)
"-24.874905551066142, 151.2146239172446",Cannindah
"-27.472423624557067, 153.0948309002898",Cannon Hill
"-21.864658525980193, 149.37051467365086",Carmila
"-27.586995828728085, 152.1525004634777",Carpendale
"-28.378809785079454, 151.5912492773035",Cement Mills
"-27.58681964418003, 151.96248818600546",Centenary Heights
"-21.258082492707643, 149.14166501641975",Chelona
"-27.532920851731923, 153.2672718478522",Cleveland (Qld)
"-20.04972456776835, 146.28149548713915",Columbia
"-26.53779706254934, 152.89966690039537",Cooloolabin
"-24.969966639325875, 152.47236468225063",Coonarr
"-18.213313374450276, 147.6485133524023",Coral Sea
"-22.7865579563203, 148.28113209057847",Cotherstone
"-27.9624526997269, 152.7392250675493",Coulson
"-16.22342771469558, 145.43550224704686",Cow Bay
"-19.27555898023786, 146.77944806035214",Currajong
"-23.6118269054323, 151.15111632766835",Curtis Island
